Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2018-09-13 11:38:20.00,2018-09-13 07:38:20.00,37.55891907215118,42.276764,-71.714607,5,170.6664695739746,3,222.5451408242877,18.64999961853027,-1,86.8359375,254.7972106933594,269.0950622558594,180,-165.3071969557799
2018-09-13 11:38:21.00,2018-09-13 07:38:21.00,38.55889678001404,42.276772,-71.714380,5,169.7882957458496,3,241.2825721121645,19.1299991607666,-1,86.8359375,254.7972106933594,269.0950622558594,180,-129.0821296286961
2018-09-13 11:38:22.00,2018-09-13 07:38:22.00,39.55887567996979,42.276780,-71.714141,5,168.5655784606934,3,261.0157908766272,19.75,-1,87.1875,254.7972106933594,269.0950622558594,180,-102.9059840722595
2018-09-13 11:38:23.00,2018-09-13 07:38:23.00,40.55885362625122,42.276791,-71.713900,5,168.4839159700964,3,280.8519640803295,20.22999954223633,-1,87.1875,254.7972106933594,269.0950622558594,180,-152.1026661153749
2018-09-13 11:38:24.00,2018-09-13 07:38:24.00,41.55883276462555,42.276800,-71.713657,5,167.7456111988363,3,300.9055264956754,20.53000068664551,-1,87.1875,254.7972106933594,269.0950622558594,180,-109.258155844853
2018-09-13 11:38:25.00,2018-09-13 07:38:25.00,42.55881190299988,42.276811,-71.713409,5,166.9842848136047,3,321.3944425481694,20.86000061035156,-1,86.8359375,254.7972106933594,269.0950622558594,180,-85.76938630774106
2018-09-13 11:38:25.99,2018-09-13 07:38:25.99,43.55879020690918,42.276818,-71.713155,5,166.5265540665003,3,342.2915052993185,21.05999946594238,-1,87.1875,254.7972106933594,269.0950622558594,180,-69.93994877360335
2018-09-13 11:38:26.99,2018-09-13 07:38:26.99,44.55877101421356,42.276824,-71.712893,5,166.1511617554792,3,363.8640751261611,21.18000030517578,-1,87.890625,254.7972106933594,269.0950622558594,180,-59.85632448946201
2018-09-13 11:38:27.99,2018-09-13 07:38:27.99,45.55875086784363,42.276824,-71.712634,5,165.9390383607364,3,385.2452775360721,21.42000007629395,-1,88.9453125,254.7972106933594,269.0950622558594,180,-52.88155480557015
2018-09-13 11:38:28.99,2018-09-13 07:38:28.99,46.5587306022644,42.276826,-71.712370,5,165.8096035191304,3,406.9659851309107,21.6299991607666,-1,90,254.7972106933594,269.0950622558594,180,-47.47918056905652
2018-09-13 11:38:29.99,2018-09-13 07:38:29.99,47.55871212482452,42.276824,-71.712101,5,165.3813556611423,3,429.1555130930059,21.94000053405762,-1,91.0546875,254.7972106933594,269.0950622558594,180,-43.69014475184075
2018-09-13 11:38:30.99,2018-09-13 07:38:30.99,48.55869269371033,42.276821,-71.711835,5,165.0837142656671,3,451.0497753778484,22.14999961853027,-1,91.40625,254.7972106933594,269.0950622558594,180,-40.88039623044182
2018-09-13 11:38:31.99,2018-09-13 07:38:31.99,49.55867302417755,42.276818,-71.711562,5,164.7930503238256,3,473.5180309339267,22.25,-1,92.4609375,254.7972106933594,269.0950622558594,180,-39.12160484922186
